"ROCode","RONo","RODate","MHCode","MHName","PCode","PName","JobTypeCode","JobTypeName","Caption","EditCentre","DoPubTel","SizeDur","TotSizeDur","GuarantedPos","Premium","StrPre","Rate","StrRate","Amt","NetAmt","Remarks","BillAmt","InvNo","PayAmt","RectNo","RcptAmt","MBAmt","RateCGST","AmtCGST","RateSGST","AmtSGST","RateIGST","AmtIGST","FinalAmt","HSNCode"
$203.00,$2257.00,13-10-2017 0:00:00,$18.00,"MUSIC BROADCAST LIMITED",$70.00,"KASHI VISHWANATH STEELS PVT. LTD.",$15.00,"ADVERTISING IN FM RADIO","TMT BARS","RADIO CITY BAREILLY","16-10-2017 TO 20-10-2017  (5 DAYS)","20 SEC.","20 SEC. X 15 ADVT PER DAY X 5 DAYS","8 AM TO 12 PM &  4 PM TO 8 PM",$0.00,"",$75.00,"FOR 10 SEC.",$9562.50,$9562.50,"1500 SECONDS, 150 SPOT FOR 10 SEC.",$11947.50,$2593.00,$11284.00,,$0.00,$11283.76,$0.00,$0.00,$0.00,$0.00,$18.00,$1721.25,$11283.75,
$204.00,$2258.00,13-10-2017 0:00:00,$18.00,"MUSIC BROADCAST LIMITED",$70.00,"KASHI VISHWANATH STEELS PVT. LTD.",$15.00,"ADVERTISING IN FM RADIO","TMT BARS","RADIO CITY GORAKHPUR","16-10-2017 TO 20-10-2017","20 SEC.","20 SEC. X 15 ADVT PER DAY X 5 DAYS","8 AM TO 12 PM &  4 PM TO 8 PM",$0.00,"",$80.00,"FOR 10 SEC.",$10200.00,$10200.00,"1500 SECONDS, 150 SPOT FOR 10 SEC.",$12744.00,$2594.00,$12036.00,"1701",$259828.00,$12036.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1836.00,$12036.00,
$205.00,$2259.00,14-10-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$79.00,"ORIENT ELECTRIC",$4.00,"ADVERTISING IN WAVE CINEMA","KAPOOT LITES","WAVE CINEMA MORDABAD","16-10-2017 TO 12-11-2017 (4 WEEK)","10 SEC.","10 SEC. X 3 SCREEN  X 4 WEEK","PRESHOW",$0.00,"",$700.00,"FOR 10 SEC.",$8400.00,$6300.00,"",$9416.40,$2613.00,$7434.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1134.00,$7434.00,
$208.00,$2262.00,14-10-2017 0:00:00,$4.00,"HINDUSTAN",$72.00,"GRACE FURNITURE",$10.00,"ADVERTISING IN NEWS PAPER","GRACE FURNITURE","HINDUSATN MORDABAD CITY AND DEHAT","15-10-2017","HIEGHT-20CM. WIDTH-15CM.","300 SQCM.","PAGE NO. 2 AND PAGE NO. 5",$0.00,"",$25.41,"PER SQCM.",$7623.00,$6479.55,"SAP ID - 4530324
DEAL AMOUNT -61000
EDITION - CITY + DEHAT",$7203.74,$2581.00,$6804.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$323.98,$6803.53,
$209.00,$2263.00,14-10-2017 0:00:00,$3.00,"DAINIK JAGRAN",$81.00,"SHAKRA BEGAM",$2.00,"RUNNING CLASSIFIED","SUCHNA - NAME CHANGE","MORADABAD CITY","16-10-2017","6 LINE","6 LINE + 1 LINE EXTRA","SUCHNA - NAME CHANGE",$0.00,"",$300.00,"",$350.00,$297.00,"CLIENT NO - 7983299279",$367.50,$2582.00,$312.00,"1684",$367.50,$0.00,$2.50,$7.43,$2.50,$7.43,$0.00,$0.00,$311.85,
$210.00,$2264.00,14-10-2017 0:00:00,$4.00,"HINDUSTAN",$81.00,"SHAKRA BEGAM",$2.00,"RUNNING CLASSIFIED","SUCHNA -  NAME CHANGE","MORDADBAD - CITY","16-10-2017","25 WORDS","25 WORDS + 2 WORDS EXTRA","SUCHNA - NAME CHANGE",$0.00,"",$400.00,"FOR 25 WORDS",$430.00,$365.50,"",$451.50,$2583.00,$384.00,"1685",$457.50,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$18.28,$383.78,
$211.00,$2265.00,16-10-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$29.00,"FIRST VENTURE HOLDINGS",$4.00,"ADVERTISING IN WAVE CINEMA","HOTAL AMARA","WAVE CINEMA MORADABAD","17-10-2017 TO 13-11-2017","10 SEC.","10 SEC. X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$700.00,"FOR 10 SEC.",$8400.00,$6300.00,"ADVT IN MAIL ATTACHMENT.",$9416.40,$2603.00,$7434.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1134.00,$7434.00,
$212.00,$2266.00,16-10-2017 0:00:00,$1.00,"PVR LIMITED",$29.00,"FIRST VENTURE HOLDINGS",$5.00,"ADVERTISING IN PVR CINEMA","HOTEL AMARA","PVR CINEMA MORADABAD.","17-10-2017 TO 13-11-2017","10 SEC.","10 SEC. X 3 SCREEN X 4 WEEK","INTERAL",$0.00,"",$1200.00,"FOR 10 SEC.",$14400.00,$8640.00,"ADVT MATTER IN MAIL ATTACHMENT.",$13593.60,$2604.00,$10195.00,"1710",$23009.00,$0.00,$9.00,$777.60,$9.00,$777.60,$0.00,$0.00,$10195.20,
$213.00,$2267.00,16-10-2017 0:00:00,$4.00,"HINDUSTAN",$72.00,"GRACE FURNITURE",$10.00,"ADVERTISING IN NEWS PAPER","GRACE FURNITURE","MORADABAD CITY AND DEHAT","17-10-2017","HEIGHT-20, WIDTH-10","200 SQCM.","PAGE NO. 2 AND PAGE NO. 5",$0.00,"",$25.41,"PER SQCM.",$5082.00,$4319.70,"SAP ID -4530324
DEAL AMOUNT -61000
EDITION - CITY + DEHAT",$4802.49,$2584.00,$4536.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$215.99,$4535.69,
$214.00,$2268.00,16-10-2017 0:00:00,$9.00,"GAUTAM FILM PRODUCTION",$52.00,"CHINTU ELECTRONICS",$16.00,"AD PRODCTION","SOUNT EDITING AND PICTURE ANIMATION","MORADABAD","NA","10 SEC.","10 SEC.","",$0.00,"",$4000.00,"",$4000.00,$3390.00,"",$4000.20,$2617.00,$0.00,"1744",$13416.00,$0.00,$9.00,$305.10,$9.00,$305.10,$0.00,$0.00,$4000.20,
$215.00,$2269.00,18-10-2017 0:00:00,$2.00,"AMAR UJALA",$82.00,"ADVANCE PUBLIC SCHOOL",$2.00,"RUNNING CLASSIFIED","REQUIRED TEACHERS","MORDABAD","22-10-2017, 23-10-2017, 25-10-2017","25 WORDS","25 WORDS","REQUIRED TEACHERS",$0.00,"",$894.00,"",$1788.00,$1519.80,"RUNING CLASSIFIED WITH 2+1 SCHEME",$1800.75,$2597.00,$1596.00,"1687",$1687.00,$1519.79,$2.50,$38.00,$2.50,$38.00,$0.00,$0.00,$1595.79,
$216.00,$2270.00,18-10-2017 0:00:00,$2.00,"AMAR UJALA",$72.00,"GRACE FURNITURE",$10.00,"ADVERTISING IN NEWS PAPER","GRACE FURNITUER","MOARDABAD EDITION.","19-10-2017","HEIGHT-11CM. WIDTH-8CM.","88 SQCM.","PAGE NO.  2 AND  PAGE NO 5",$0.00,"",$72.67,"PER SQCM.",$6394.96,$5435.71,"RETAIL FAV.",$6043.24,$2587.00,$5707.00,"1691",$1691.00,$5707.50,$2.50,$135.89,$2.50,$135.89,$0.00,$0.00,$5707.50,
$217.00,$2271.00,23-10-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$6.00,"B L AGRO INDUSTRIES LTD.",$4.00,"ADVERTISING IN WAVE CINEMA","BAIL KOLHU OIL","WAVE CINEMA MORDABAD","27-10-2017 TO 23-11-2017","20 SEC.","20 SEC. X  3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$700.00,"FOR 10 SEC.",$16800.00,$12600.00,"",$17841.60,$2608.00,$14868.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$2268.00,$14868.00,
$218.00,$2272.00,23-10-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$6.00,"B L AGRO INDUSTRIES LTD.",$4.00,"ADVERTISING IN WAVE CINEMA","BAIL KOLHU OIL","WAVE CINEMA RUDRAPUR","27-10-2017 TO 23-11-2017","20 SEC.","20 SEC. X 4 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$25600.00,$19200.00,"USE RUNNING ADVT FOR AVERTISEMENT.",$27187.20,$2609.00,$22656.00,"1713",$44646.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$3456.00,$22656.00,
$220.00,$2274.00,23-10-2017 0:00:00,$1.00,"PVR LIMITED",$34.00,"H.S. JEWELS BADAUN PVT. LTD. MBD BRANCH",$5.00,"ADVERTISING IN PVR CINEMA","HARSHAIMAL SHYAMLAL JEWELLERS","PVR CINEMA MORADABAD","28-10-2017 TO 24-11-2017","25 SEC.","25 SEC. X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$1200.00,"FOR 10 SEC,",$36000.00,$21600.00,"USE RUNNING ADVT FOR ADVERTISING.",$31323.05,$2605.00,$25488.00,"1706",$51065.05,$25488.00,$9.00,$1944.00,$9.00,$1944.00,$0.00,$0.00,$25488.00,
$221.00,$2275.00,24-10-2017 0:00:00,$2.00,"AMAR UJALA",$35.00,"ROHIT RASTOGI",$8.00,"MATRIMONIAL","REQUIRED GIRL (MATRIMONIAL)","AMAR UJALA ALL EDITION","29-10-2017  AMAR UJALA ALL EDITION","25 WORDS","25 WORDS","VAISH",$0.00,"",$2938.00,"",$2938.00,$2497.30,"",$2930.66,$2599.00,$2622.00,"1690",$1690.00,$2622.71,$2.50,$62.43,$2.50,$62.43,$0.00,$0.00,$2622.16,
$222.00,$2276.00,26-10-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$57.00,"AMBA HEALTH CLINIC",$4.00,"ADVERTISING IN WAVE CINEMA","AMBA HEALTH CLINIC","WAVE CINEMA MORADABAD","27-10-2017 TO  9-11-2017 (2 WEEK ONLY)","15 SEC.","15 SEC. X 3 SCREEN X 2 WEEK","INTERVAL",$0.00,"",$700.00,"FOR 10 SEC.",$6300.00,$4725.00,"ADVERTISEMENT ALEADY YOU HAVE.",$7062.30,$2607.00,$5576.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$850.50,$5575.50,
$223.00,$2277.00,26-10-2017 0:00:00,$3.00,"DAINIK JAGRAN",$81.00,"SHAKRA BEGAM",$2.00,"RUNNING CLASSIFIED","SUCHNA - NAME CHANGE","DAINIK JAGRAN MORADABAD","28-10-2017","6 LINE","6 LINE + 2 EXTRA LINE","SUCHNA NAME CHANGE",$0.00,"",$300.00,"",$400.00,$340.00,"CLIENT MOB. NUMBER - 9897287169",$420.00,$2600.00,$357.00,"1693",$420.00,$0.00,$2.50,$8.50,$2.50,$8.50,$0.00,$0.00,$357.00,
$224.00,$2278.00,26-10-2017 0:00:00,$4.00,"HINDUSTAN",$81.00,"SHAKRA BEGAM",$2.00,"RUNNING CLASSIFIED","SUCHNA - NAME CHANGE","HINDUSTAN MORDABAD","28-10-2017","25 WORDS","25 WORDS + 9 EXTRA WORDS = 34 WORDS","SUCHNA - NAME CHANGE",$0.00,"",$400.00,"FOR 25 WORDS",$535.00,$454.75,"",$560.70,$2598.00,$478.00,"1694",$561.75,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$22.74,$477.49,
$225.00,$2279.00,27-10-2017 0:00:00,$2.00,"AMAR UJALA",$66.00,"HINDUSTAN PATHOLOGY",$2.00,"RUNNING CLASSIFIED","REQUIRED","MORADABAD","29-10-2017","25 WORDS","25 WORDS","MEDICAL",$0.00,"",$894.00,"",$894.00,$759.90,"",$938.70,$2601.00,$798.00,"1695",$1695.00,$797.90,$2.50,$19.00,$2.50,$19.00,$0.00,$0.00,$797.90,
$226.00,$2280.00,28-10-2017 0:00:00,$2.00,"AMAR UJALA",$83.00,"SHAHJI",$2.00,"RUNNING CLASSIFIED","FOR RENT","MORADABAD","29-10-2017","25 WORDS","25 WORDS","FOR RENT",$0.00,"",$894.00,"FOR 25 WORDS",$894.00,$759.90,"",$891.76,$2602.00,$798.00,"1696",$1696.00,$797.90,$2.50,$19.00,$2.50,$19.00,$0.00,$0.00,$797.90,
$227.00,$2281.00,30-10-2017 0:00:00,$19.00,"I & S MEDIA SOLUTION",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$17.00,"HOARDING ADERTISEMENT","JIWAN / RAJHANS / NAHAN SOAP","MORADABAD AND JOYA","25-10-2017 TO 24-11-2017","10X20 & 10X30","10X20 & 10X30","",$0.00,"",$6600.00,"",$6600.00,$6000.00,"",$7788.00,$2634.00,$7080.00,"1698-1699",$300000.00,$0.00,$9.00,$540.00,$9.00,$540.00,$0.00,$0.00,$7080.00,
$228.00,$2282.00,1-11-2017 0:00:00,$3.00,"DAINIK JAGRAN",$85.00,"MEERA TIWARI",$8.00,"MATRIMONIAL","MATRIMONIAL --- REQUIRED GIRLS","DAINIK JAGRAN UTTAR PRADESH AND UTTRANCHAL","5-11-2017","25 WORDS","25 WORDS","BRAHMIN",$0.00,"",$3300.00,"",$3300.00,$2805.00,"CLIENT MOBILE - 7055587712",$3300.15,$2611.00,$2945.00,"1700",$3300.00,$0.00,$2.50,$70.13,$2.50,$70.13,$0.00,$0.00,$2945.25,
$229.00,$2283.00,2-11-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$7.00,"MADHURAM FURNITURE",$4.00,"ADVERTISING IN WAVE CINEMA","MADHURAM FURNITURE","WAVE CINEMA MORADABAD","7-11-2017 TO 4-12-2017 (4 WEEK)","30 SEC.","30 SEC. X 3 SCREEN  X 4 WEEK","INTERVAL",$0.00,"",$600.00,"FOR 10 SEC.",$21600.00,$17640.00,"USE RUNNING ADVT FOR ADVERTISEMENT.",$23690.84,$2618.00,$20815.00,"1733",$23453.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$3175.20,$20815.20,
$230.00,$2284.00,4-11-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$231.00,$2285.00,6-11-2017 0:00:00,$3.00,"DAINIK JAGRAN",$87.00,"B.R. APPARELS",$2.00,"RUNNING CLASSIFIED","SUCHNA - KHOYA PAYA","MORADABAD","7-11-2017","6 LINE","6 LINE + 3 EXTRA LINE","SUCHNA - KHOYA PAYA",$0.00,"",$300.00,"FOR 6 LINE",$450.00,$382.50,"CLIENT MOB.- 9837026095",$472.50,$2612.00,$402.00,"1704",$470.00,$0.00,$2.50,$9.56,$2.50,$9.56,$0.00,$0.00,$401.62,
$232.00,$2286.00,9-10-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$27.00,"AARNA LIGHTING & APPLIANCES",$4.00,"ADVERTISING IN WAVE CINEMA","AARNA LIGHTING","WAVE CINEMA MORADABAD","9-11-2017 TO 6-12-2017","10 SEC.","10 SEC. X 3 SCREEN X 4 WEEK","INTERVALL",$0.00,"",$600.00,"FOR 10 SEC.",$7200.00,$5880.00,"USE RUNNING ADVT FOR ADVERTISEMENT.",$7646.40,$2619.00,$6938.00,"1730",$42848.00,$6938.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1058.40,$6938.40,
$233.00,$2287.00,7-11-2017 0:00:00,$1.00,"PVR LIMITED",$27.00,"AARNA LIGHTING & APPLIANCES",$5.00,"ADVERTISING IN PVR CINEMA","AARNA LIGHTING","PVR CINEMA MORADABAD","10-11-2017 TO 7-12-2017 (4 WEEK)","10 SEC.","10 SEC. X 3 SCREEN X 4 WEEK","INTERVALL",$0.00,"",$1200.00,"FOR 10SEC.",$14400.00,$8640.00,"USE RUNNING ADVT OF ADVERTISEMENT.",$13593.60,$2620.00,$10195.00,"1731",$27978.00,$10196.00,$9.00,$777.60,$9.00,$777.60,$0.00,$0.00,$10195.20,
$234.00,$2288.00,7-11-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$34.00,"H.S. JEWELS BADAUN PVT. LTD. MBD BRANCH",$4.00,"ADVERTISING IN WAVE CINEMA","HARSHAIMAL SHYAMLAL JEWELLERS","WAVE CINEMA MORADABAD","11-11-2017 TO 8-12-2017 (4 WEEK)","25 SEC.","25 SEC.  X  3 SCREEN X 4 WEEK","INTERVALL",$0.00,"",$600.00,"FOR 10SEC.",$18000.00,$14700.00,"USE RUNNING ADVT",$20178.00,$2621.00,$17346.00,,$0.00,$17346.00,$0.00,$0.00,$0.00,$0.00,$18.00,$2646.00,$17346.00,
$235.00,$2289.00,7-11-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$29.00,"FIRST VENTURE HOLDINGS",$4.00,"ADVERTISING IN WAVE CINEMA","HOTEL AMARA","WAVE CINEMA MORADABAD","14-11-2017 TO 11-12-2017 (4 WEEK ONLY)","10 SEC.","10 SEC. X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$700.00,"FOR 10 SEC.",$8400.00,$6300.00,"USE RUNNING ADVT FOR ADVERTISEMENT.",$9416.40,$2622.00,$7434.00,,$0.00,$7434.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1134.00,$7434.00,
$236.00,$2290.00,7-11-2017 0:00:00,$1.00,"PVR LIMITED",$29.00,"FIRST VENTURE HOLDINGS",$5.00,"ADVERTISING IN PVR CINEMA","HOTEL AMARA","PVR CINEMA MORADABAD","14-11-2017 TO 11-12-2017","10 SEC.","10 SEC. X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$1200.00,"FOR 10 SEC.",$14400.00,$8640.00,"USE RUNNING ADVT FOR ADVERTISEMENT.",$13593.60,$2623.00,$10195.00,"1738",$23009.00,$10196.00,$9.00,$777.60,$9.00,$777.60,$0.00,$0.00,$10195.20,
$237.00,$2291.00,10-11-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$238.00,$2292.00,10-11-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$239.00,$2293.00,11-11-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$6.00,"B L AGRO INDUSTRIES LTD.",$4.00,"ADVERTISING IN WAVE CINEMA","BAIL KOLHU OIL","WAVE CINEMA MORADABAD","24-11-17 TO 21-12-2017 (4 WEEK)","20 SEC,","20 SEC. X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$700.00,"FOR 10 SEC.",$16800.00,$12600.00,"USE RUNNING ADVT FOR ADVERTISEMENT.",$17841.60,$2641.00,$14868.00,,$0.00,$14868.00,$0.00,$0.00,$0.00,$0.00,$18.00,$2268.00,$14868.00,
$240.00,$2294.00,11-11-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$6.00,"B L AGRO INDUSTRIES LTD.",$4.00,"ADVERTISING IN WAVE CINEMA","BAIL KOLHU OIL","WAVE CINEMA RUDRAPUR","24-11-2017 TO 21-12-2017","20 SEC.","20 SEC. X 4 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$25600.00,$19200.00,"USE RUNNING ADVT OF ADVERTISEMENT.",$27187.20,$2642.00,$22656.00,"1740",$44648.00,$22656.00,$0.00,$0.00,$0.00,$0.00,$18.00,$3456.00,$22656.00,
$241.00,$2295.00,11-11-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$5.00,"DEVYOG ELECTRONIC",$4.00,"ADVERTISING IN WAVE CINEMA","DEVYOG ELECTRONIC","WAVE CINEMA MORADABAD","22-11-17 TO 19-12-2017","10 SEC.","10 SEC. X 3 SCREEN X 4WEEK","INTERVAL",$0.00,"",$600.00,"FOR 10 SEC.",$7200.00,$5880.00,"USE RUNNING ADVT FOR ADVERTISEMENT.",$8240.27,$2643.00,$0.00,"1784",$8240.00,$6938.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1058.40,$6938.40,
$242.00,$2296.00,15-11-2017 0:00:00,$9.00,"GAUTAM FILM PRODUCTION",$88.00,"BRASS GIFT CENTER",$16.00,"AD PRODCTION","BRASS GIFT CENER","MORADABAD","NA","NA","NA","",$0.00,"",$5000.00,"",$5000.00,$0.00,"",$0.00,$0.00,$0.00,"1707",$2000.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$243.00,$2297.00,16-11-2017 0:00:00,$1.00,"PVR LIMITED",$34.00,"H.S. JEWELS BADAUN PVT. LTD. MBD BRANCH",$5.00,"ADVERTISING IN PVR CINEMA","HARSHAIMAL SHYAMLAL JEWELLERS","PVR CINEMA MORADABAD","25-11-2017 TO 22-12-2017","25 SEC.","25 SEC. X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$1200.00,"FOR 10 SEC.",$36000.00,$21600.00,"USE RUNNING ADVT FOR ADVERTISEMENT.",$31323.05,$2640.00,$25488.00,"1728",$51330.06,$25488.00,$9.00,$1944.00,$9.00,$1944.00,$0.00,$0.00,$25488.00,
$244.00,$2298.00,17-11-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$245.00,$2299.00,17-11-2017 0:00:00,$2.00,"AMAR UJALA",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$118.00,"CALENDAR","RAJHANS SOAP","MORADABAD","AS APPLICABLE","9X24, 6X4","9X24, 6X4","JANUARY PAGE MUST",$0.00,"",$21500.00,"21500",$21500.00,$18275.00,"ADVT . PUBLISH ONLY JANUARY PAGE ONL",$20317.50,$2720.00,$19189.00,,$0.00,$19188.76,$2.50,$456.88,$2.50,$456.88,$0.00,$0.00,$19188.75,""
$246.00,$2300.00,17-11-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$57.00,"AMBA HEALTH CLINIC",$4.00,"ADVERTISING IN WAVE CINEMA","AMBA HEALTH CLINIC","WAVE CINEMA MORADABAD","24-11-17 TO 30-11-2017","15 SEC.","15 SEC. X 3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$700.00,"FOR 10 SEC.",$3150.00,$2362.50,"USE PREVIOUS ADVT FOR ADVERTISEMENT.",$3531.15,$2632.00,$2789.00,"1714",$10500.00,$2788.00,$0.00,$0.00,$0.00,$0.00,$18.00,$425.25,$2787.75,
$247.00,$2301.00,18-11-2017 0:00:00,$2.00,"AMAR UJALA",$90.00,"RAJEEV SINGHAL",$2.00,"RUNNING CLASSIFIED","REQUIRED - ACCOUNTANT","MORADABAD","19-11-2017","4X3","12 SQCM.","SAMANYA",$0.00,"",$217.00,"PER SQCM.",$2604.00,$2213.40,"",$2604.00,$2624.00,$2324.00,"1715",$2600.00,$0.00,$2.50,$55.34,$2.50,$55.34,$0.00,$0.00,$2324.07,
$248.00,$2302.00,18-11-2017 0:00:00,$2.00,"AMAR UJALA",$91.00,"T P TRADERS",$2.00,"RUNNING CLASSIFIED","REQUIRED","MORADABAD","19-11-2017","25 WORDS","25 WORDS","SAMANYA",$0.00,"",$894.00,"FOR 25 WORDS",$894.00,$759.90,"",$891.76,$2625.00,$798.00,"1719",$890.00,$0.00,$2.50,$19.00,$2.50,$19.00,$0.00,$0.00,$797.90,
$249.00,$2303.00,18-11-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$250.00,$2304.00,18-11-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$251.00,$2305.00,18-11-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$252.00,$2306.00,18-11-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$253.00,$2307.00,18-11-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$52.00,"CHINTU ELECTRONICS",$4.00,"ADVERTISING IN WAVE CINEMA","CHINTU ELECTRONICS","WAVE CINEMA MORADABAD","24-11-2017 TO 30-11-2017","10 SEC.","10 SEC X 3 SCREEN X 1 WEEKS","INTERVAL",$0.00,"",$700.00,"FOR 10 SEC.",$2100.00,$1575.00,"",$2354.10,$2631.00,$1859.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$283.50,$1858.50,
$254.00,$2308.00,20-11-2017 0:00:00,$4.00,"HINDUSTAN",$87.00,"B.R. APPARELS",$2.00,"RUNNING CLASSIFIED","SUCHNA (KOYA PAYA)","MORADABAD","21-11-2017","25 WORDS","25 WORDS + 9 EXTRA WORDS","KHOYA PAYA",$0.00,"",$400.00,"",$535.00,$454.75,"",$561.75,$2626.00,$478.00,"1723",$560.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$22.74,$477.49,
$255.00,$2309.00,21-11-2017 0:00:00,$10.00,"PANORAMA TELEVISION PVT. LTD.",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$6.00,"ADVERTISING IN NEWS CHANNEL","GWALA PASHU AAHAR","ETV UP UK","23-11-2017 TO 30-11-2017 (8 DAYS)","10 SEC,","10 SEC. X 10 ADVT (PER DAY) X 8 DAYS, 800 SEC,","12 PM TO 6 PM- 10 ADVT",$0.00,"",$400.00,"GROSS FOR 10 SEC.",$32000.00,$27200.00,"800 SEC., 80 SPOT FOR 10 SEC.
5 SPONSORSHIP IN DEAL PERIOUD MUST",$34928.00,$2650.00,$32096.00,,$0.00,$32096.00,$9.00,$2448.00,$9.00,$2448.00,$0.00,$0.00,$32096.00,
$256.00,$2310.00,23-11-2017 0:00:00,$10.00,"PANORAMA TELEVISION PVT. LTD.",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$6.00,"ADVERTISING IN NEWS CHANNEL","GWALA PASHU AAHAR","ETV UP UK","23-11-17 TO 30-11-17","SCROLL","15 SCROLL PER DAYS X 8 DAYS","1 PM TO 5 PM",$0.00,"",$75.00,"PER SCROLL",$9000.00,$7650.00,"5 SPONSORSHIP IN DEAL PERIOUD MUST",$9823.50,$2651.00,$9027.00,"1727",$43856.00,$9027.00,$9.00,$688.50,$9.00,$688.50,$0.00,$0.00,$9027.00,
